ENMUST_ID	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
ENSMUST00000151887.8	chr1	+	75192150	75195084	75192150	75192150	3	75192150,75194840,75195062,	75194284,75194943,75195084,		uc287jik.1
ENSMUST00000134378.8	chr1	+	75192159	75195534	75192159	75192159	3	75192159,75194840,75195062,	75192677,75194943,75195534,		uc287jil.1
ENSMUST00000127625.2	chr1	+	75192191	75195534	75192451	75195305	5	75192191,75194177,75194840,75195062,75195293,	75192677,75194284,75194943,75195292,75195534,	J3QPB4	uc287jim.1
ENSMUST00000127860.1	chr1	+	75195692	75196656	75195692	75195692	2	75195692,75196513,	75196381,75196656,		uc287jin.1
ENSMUST00000131788.8	chr1	+	75192159	75199387	75192159	75192159	10	75192159,75194177,75194840,75195062,75195800,75196513,75197643,75198476,75198779,75199063,	75192677,75194284,75194943,75195712,75196381,75196669,75198376,75198644,75198865,75199387,		uc033fjp.2
ENSMUST00000134233.8	chr1	+	75192159	75199387	75192159	75192159	11	75192159,75194177,75194840,75195800,75196152,75196513,75197643,75198264,75198476,75198779,75199063,	75192677,75194284,75195712,75195948,75196381,75196669,75198124,75198376,75198644,75198865,75199387,		uc029qpg.4
ENSMUST00000145459.8	chr1	+	75192159	75199387	75192451	75195890	13	75192159,75194177,75194840,75195062,75195568,75195800,75196152,75196513,75197643,75198264,75198476,75198779,75199063,	75192677,75194284,75194943,75195256,75195712,75195948,75196381,75196669,75198124,75198376,75198644,75198865,75199387,	J3KMQ5	uc029qpf.4
ENSMUST00000152233.8	chr1	+	75192159	75199387	75192451	75199187	13	75192159,75194177,75194840,75195062,75195599,75195800,75196152,75196513,75197643,75198264,75198476,75198779,75199063,	75192677,75194284,75194943,75195256,75195712,75195948,75196381,75196669,75198124,75198376,75198644,75198865,75199387,	J3QM81	uc029qpe.3
ENSMUST00000167794.1	chr1	-	80267241	80276566	80267241	80267241	4	80267241,80269209,80271523,80276413,	80267287,80269355,80271710,80276566,		uc287jqm.1
ENSMUST00000168372.1	chr1	-	80266946	80277441	80267155	80277441	3	80266946,80276413,80277374,	80267287,80276548,80277441,	F6UY44	uc287jql.1
ENSMUST00000167293.1	chr1	-	80288830	80340279	80321906	80340279	6	80288830,80290081,80304079,80321784,80322858,80340245,	80288858,80290242,80304193,80321930,80323056,80340279,	F6ZZK0	uc287jqp.1
ENSMUST00000170897.7	chr1	-	80287049	80340307	80304161	80340307	6	80287049,80288743,80290081,80304079,80322986,80340245,	80287127,80288858,80290242,80304193,80323056,80340307,	F6R0N8	uc287jqo.1
ENSMUST00000164108.7	chr1	-	80266822	80340311	80267155	80340311	15	80266822,80269209,80271523,80276413,80277374,80277963,80280832,80281382,80282622,80283675,80286898,80288743,80290081,80304079,80340245,	80267287,80269355,80271710,80276548,80277471,80278088,80280940,80281553,80282799,80283821,80287127,80288858,80290242,80304193,80340311,	E9Q4T8	uc287jqk.1
ENSMUST00000163119.7	chr1	-	80264922	80340480	80267155	80340311	16	80264922,80269209,80271523,80276413,80277374,80277963,80280832,80281382,80282622,80283675,80286898,80288743,80290081,80304079,80322858,80340245,	80267287,80269355,80271710,80276548,80277471,80278088,80280940,80281553,80282799,80283821,80287127,80288858,80290242,80304193,80323056,80340480,	Q9JLV5	uc007brc.3
ENSMUST00000135271.1	chr1	-	82538526	82586792	82538526	82538526	7	82538526,82539953,82541169,82563402,82569803,82571368,82586618,	82539147,82539998,82541304,82563480,82569846,82571535,82586792,		uc287jrw.1
ENSMUST00000087050.6	chr1	-	82448422	82586849	82453130	82571415	48	82448422,82453776,82455722,82456778,82462050,82465456,82466487,82469478,82470982,82471188,82472477,82479857,82480481,82484390,82485580,82486482,82487511,82489010,82489699,82491524,82492447,82493492,82495770,82497153,82497827,82498934,82506945,82509167,82518928,82523850,82524986,82525864,82527528,82528451,82528751,82529564,82531357,82531599,82532916,82534594,82535740,82539030,82539953,82541169,82563402,82569803,82571368,82586618,	82453394,82454063,82455911,82456895,82462176,82465465,82466595,82469634,82471096,82471317,82472549,82479965,82480589,82484465,82485644,82486664,82487616,82489154,82489870,82491686,82492666,82493600,82495839,82497337,82497934,82499007,82507109,82509257,82519093,82523955,82525056,82525918,82527573,82528511,82528805,82529645,82531399,82531635,82532979,82534630,82535809,82539147,82539998,82541304,82563480,82569846,82571535,82586849,	Q9QZR9	uc033fjy.3
ENSMUST00000141994.1	chr1	+	82586920	82642853	82586920	82586920	2	82586920,82641438,	82587431,82642853,		uc287jrx.1
ENSMUST00000125563.7	chr1	+	82715303	82718884	82715303	82716332	4	82715303,82716297,82717832,82718799,	82715454,82716412,82718005,82718884,	M0QWQ2	uc287jrz.1
ENSMUST00000152664.1	chr1	+	82715303	82718982	82715303	82718949	4	82715303,82716011,82716297,82718799,	82715454,82716189,82716412,82718982,	F6RIS8	uc287jsa.1
ENSMUST00000113457.8	chr1	+	82586975	82722059	82587344	82718884	52	82586975,82641438,82643208,82648577,82649755,82650560,82651253,82652160,82653300,82654953,82655125,82656850,82657145,82660223,82660825,82662201,82662895,82664576,82666520,82666894,82668919,82669671,82670174,82671306,82672596,82673978,82675908,82676665,82678566,82679078,82679548,82680679,82682285,82682702,82689106,82689985,82690520,82693418,82696255,82696679,82697739,82700237,82700756,82708589,82710799,82710958,82711839,82715241,82716011,82716297,82717832,82718799,	82587431,82641495,82643298,82648622,82649800,82650623,82651307,82652187,82653378,82655016,82655161,82656892,82657223,82660286,82660885,82662246,82662949,82664618,82666605,82666930,82669084,82669761,82670270,82671377,82672779,82674147,82676001,82676767,82678664,82679229,82679662,82680847,82682375,82682837,82689205,82690075,82690660,82693545,82696336,82696778,82697787,82700423,82700887,82708662,82710871,82711084,82711938,82715454,82716189,82716412,82718005,82722059,	Q9QZS0	uc007brv.2
ENSMUST00000159114.1	chr1	-	84992689	85246397	84992689	84992689	3	84992689,85245639,85246296,	84993076,85245707,85246397,		uc287jvp.1
ENSMUST00000161685.7	chr1	-	85241285	85254548	85241880	85254548	4	85241285,85248298,85254102,85254513,	85241897,85248379,85254183,85254548,	F7D3Q7	uc029qqi.2
ENSMUST00000162421.1	chr1	-	85112417	85262070	85112444	85261914	3	85112417,85113492,85261834,	85112609,85113655,85262070,	E0CXL1	uc287jwc.1
ENSMUST00000159582.7	chr1	-	85245639	85270143	85245639	85270064	7	85245639,85248298,85254102,85254513,85259694,85260736,85270032,	85245707,85248379,85254183,85254576,85259866,85260899,85270143,	E0CXN9	uc287jwl.1
ENSMUST00000161267.7	chr1	-	85112266	85270178	85112444	85270064	3	85112266,85113492,85270032,	85112609,85113655,85270178,	E0CY74	uc287jwb.1
ENSMUST00000093506.11	chr1	-	85246343	85270543	85246936	85270064	8	85246343,85248298,85254102,85254513,85257385,85259694,85260736,85270032,	85247136,85248379,85254183,85254576,85257469,85259866,85260899,85270543,	Q8C898	uc007btt.2
ENSMUST00000064341.8	chr1	-	85246669	85270566	85246936	85270064	7	85246669,85248298,85254102,85254513,85259694,85260736,85270032,	85247136,85248379,85254183,85254576,85259866,85260899,85270566,	Q3KNJ6	uc007btu.2
ENSMUST00000188682.1	chr1	-	86350495	86351211	86350495	86350495	2	86350495,86350811,	86350696,86351211,		uc287jzz.1
ENSMUST00000186050.1	chr1	-	86350563	86352063	86350563	86350563	3	86350563,86350811,86351366,	86350696,86351035,86352063,		uc287kaa.1
ENSMUST00000189504.1	chr1	-	86351100	86352306	86351100	86351100	2	86351100,86352197,	86351493,86352306,		uc011woi.2
ENSMUST00000185785.1	chr1	-	86357311	86358969	86357311	86358193	3	86357311,86358106,86358566,	86357452,86358223,86358969,	A0A087WRM5	uc287kad.1
ENSMUST00000185676.6	chr1	-	86350494	86359364	86350494	86350494	12	86350494,86350811,86351366,86352197,86353731,86355019,86356051,86356370,86356555,86356956,86358106,86359205,	86350696,86351035,86351493,86353280,86353855,86355144,86356193,86356457,86356741,86357452,86358223,86359364,		uc287jzy.1
ENSMUST00000027438.7	chr1	-	86344718	86359400	86350619	86359223	14	86344718,86350811,86351366,86352197,86352509,86353125,86353731,86355019,86356051,86356370,86356555,86356956,86358106,86359205,	86350696,86351035,86351493,86352319,86352633,86353280,86353855,86355144,86356193,86356457,86356741,86357452,86358223,86359400,	P09405	uc007bvl.2
ENSMUST00000140092.7	chr1	+	88134881	88216357	88139271	88216357	5	88134881,88139217,88215043,88215794,88216137,	88134935,88139331,88215175,88215882,88216357,	D3YZE6	uc287kfl.1
ENSMUST00000124852.1	chr1	+	88134812	88217403	88134812	88134812	3	88134812,88138472,88215043,	88134935,88139331,88217403,		uc287kfk.1
ENSMUST00000113134.7	chr1	+	88134808	88218997	88138473	88218424	6	88134808,88138472,88215043,88215794,88216137,88218126,	88134935,88139331,88215175,88215882,88216357,88218997,	Q64435	uc007byf.2
ENSMUST00000014263.5	chr1	+	88138377	88218997	88138473	88218424	5	88138377,88215043,88215794,88216137,88218126,	88139331,88215175,88215882,88216357,88218997,	Q64435	uc007byg.2
ENSMUST00000113135.5	chr1	+	88103251	88220002	88138473	88218424	6	88103251,88138472,88215043,88215794,88216137,88218126,	88103378,88139331,88215175,88215882,88216357,88220002,	Q64435	uc287kfg.1
ENSMUST00000123745.1	chr1	+	89070452	89112860	89070452	89070452	3	89070452,89107257,89112743,	89070597,89107336,89112860,		uc287kgr.1
ENSMUST00000066279.10	chr1	+	89070414	89155068	89137685	89153351	6	89070414,89107257,89137558,89143549,89152199,89153126,	89070597,89107336,89137803,89145906,89152388,89155068,	Q921I6	uc007byv.2
ENSMUST00000125149.1	chr1	+	90927678	90928432	90927953	90928432	2	90927678,90928322,	90928204,90928432,	D3Z049	uc287kip.1
ENSMUST00000136220.1	chr1	+	90939168	90940239	90939168	90939168	2	90939168,90939719,	90939511,90940239,		uc287kiq.1
ENSMUST00000027528.6	chr1	+	90915084	90951142	90921868	90948609	16	90915084,90921844,90927982,90928322,90930089,90931493,90933316,90935312,90937653,90939358,90939719,90941687,90942871,90943694,90945613,90948582,	90915253,90921978,90928204,90928435,90930193,90931616,90933521,90935452,90937737,90939511,90939875,90941780,90942958,90943749,90945714,90951142,	A0A0R4J075	uc007bzm.3
ENSMUST00000135819.1	chr1	-	90958853	90967617	90958853	90958853	5	90958853,90959167,90960001,90961110,90967507,	90958999,90959261,90960127,90961262,90967617,		uc287kis.1
ENSMUST00000131428.7	chr1	-	90958134	90967667	90958883	90964300	6	90958134,90959167,90960001,90961110,90964143,90967507,	90958999,90959261,90960127,90961262,90964303,90967667,	Q0PD39	uc007bzn.3
ENSMUST00000128226.7	chr1	-	90958730	90969548	90958730	90958730	5	90958730,90959167,90960001,90961110,90969229,	90958999,90959261,90960127,90961262,90969548,		uc287kir.1
ENSMUST00000130042.1	chr1	-	90960000	90969644	90960000	90964300	5	90960000,90961110,90964143,90969229,90969579,	90960127,90961262,90964303,90969336,90969644,	D3YVQ6	uc287kit.1
ENSMUST00000027529.11	chr1	-	90958132	90969661	90958883	90964300	6	90958132,90959167,90960001,90961110,90964143,90969229,	90958999,90959261,90960127,90961262,90964303,90969661,	Q0PD39	uc007bzo.3
ENSMUST00000132188.7	chr1	-	91411482	91413208	91411482	91411482	3	91411482,91412720,91412892,	91412482,91412802,91413208,		uc287kkl.1
ENSMUST00000155752.1	chr1	-	91412286	91413208	91412286	91412286	3	91412286,91412720,91413056,	91412482,91412979,91413208,		uc287kkm.1
ENSMUST00000086851.1	chr1	-	91411482	91413222	91412057	91413137	4	91411482,91412720,91412892,91413056,	91412482,91412802,91412979,91413222,	Q9JHE6	uc007cau.1
ENSMUST00000126136.7	chr1	-	91411482	91413222	91411482	91411482	3	91411482,91412892,91413056,	91412802,91412979,91413222,		uc007cat.3
ENSMUST00000150520.1	chr1	-	91412347	91414038	91412347	91412347	4	91412347,91412720,91412892,91413970,	91412482,91412802,91412979,91414038,		uc287kkn.1
ENSMUST00000185298.1	chr1	-	91447721	91449865	91447721	91447721	3	91447721,91448707,91449812,	91447744,91448862,91449865,		uc287kko.1
ENSMUST00000069620.9	chr1	-	91415981	91459324	91417870	91450825	23	91415981,91419374,91420405,91421367,91423689,91427738,91429383,91430773,91430977,91432807,91433395,91434621,91435016,91435649,91438333,91439886,91440831,91444584,91445500,91448707,91449812,91450604,91459172,	91418020,91419525,91420598,91421554,91424486,91427978,91429548,91430880,91431140,91432892,91433521,91434730,91435170,91435756,91438412,91440029,91440883,91444786,91445622,91448862,91449878,91450843,91459324,	A0A0R4J0U3	uc007cav.2
ENSMUST00000188188.1	chr1	-	92714233	92717202	92714233	92714233	2	92714233,92716963,	92715072,92717202,		uc287kmr.1
ENSMUST00000191373.1	chr1	+	92831968	92835677	92831968	92831968	2	92831968,92835372,	92832097,92835677,		uc287kmu.1
ENSMUST00000190586.1	chr1	+	92853197	92855968	92853197	92853197	3	92853197,92854857,92855906,	92853505,92855246,92855968,		uc287kmw.1
ENSMUST00000190677.1	chr1	+	92856561	92857522	92856561	92856561	3	92856561,92857247,92857471,	92857117,92857367,92857522,		uc287kmx.1
ENSMUST00000190215.1	chr1	+	92856767	92857595	92856767	92856767	2	92856767,92857247,	92857117,92857595,		uc287kmy.1
ENSMUST00000045970.7	chr1	+	92831644	92860779	92831931	92858564	9	92831644,92853346,92854857,92855906,92856986,92857247,92857471,92857854,92858331,	92832097,92853505,92855246,92856072,92857117,92857367,92857605,92858030,92860779,	Q9QZF2	uc007cbs.2
ENSMUST00000154008.7	chr1	-	93622358	93625361	93622358	93622358	4	93622358,93623395,93624552,93625033,	93622526,93623532,93624624,93625361,		uc287kpt.1
ENSMUST00000125778.1	chr1	-	93623395	93625788	93623395	93623395	3	93623395,93624552,93625460,	93623532,93624624,93625788,		uc287kpu.1
ENSMUST00000133769.7	chr1	-	93625849	93635479	93625849	93635327	6	93625849,93626050,93627024,93627653,93629033,93635297,	93625966,93626208,93627133,93627710,93629264,93635479,	D3Z359	uc287kpv.1
ENSMUST00000151068.7	chr1	-	93621901	93635629	93621901	93621901	11	93621901,93623395,93624552,93625033,93625460,93625780,93626050,93627653,93629033,93635297,93635546,	93622526,93623532,93624624,93625148,93625606,93625966,93627133,93627710,93629264,93635383,93635629,		uc287kps.1
ENSMUST00000027498.13	chr1	-	93619750	93635722	93622486	93635327	12	93619750,93623395,93624552,93625033,93625460,93625780,93626050,93627024,93627653,93629033,93635297,93635546,	93622526,93623532,93624624,93625148,93625606,93625966,93626208,93627133,93627710,93629264,93635383,93635722,	Q9Z2W1	uc007ced.2
ENSMUST00000186287.2	chr1	-	93627653	93658659	93627653	93635327	5	93627653,93629033,93635297,93658056,93658520,	93627710,93629264,93635383,93658181,93658659,	A0A087WQY6	uc287kpw.1
ENSMUST00000187445.1	chr1	-	93705390	93714982	93707405	93714982	3	93705390,93707233,93714897,	93705655,93707414,93714982,	A0A087WQL4	uc287kqc.1
ENSMUST00000189728.6	chr1	-	93705386	93731926	93705535	93731860	5	93705386,93714897,93716631,93725156,93731856,	93705655,93715001,93716741,93725316,93731926,	A0A0J9YU08	uc057avd.2
ENSMUST00000189472.1	chr1	-	93714779	93749954	93714831	93749954	4	93714779,93716631,93725156,93749846,	93715001,93716741,93725316,93749954,	A0A087WPE8	uc287kqd.1
ENSMUST00000189173.1	chr1	-	93724648	93754650	93724648	93724648	3	93724648,93749846,93754456,	93725316,93750985,93754650,		uc287kqe.1
ENSMUST00000190116.6	chr1	-	93701934	93754780	93705535	93754533	6	93701934,93714897,93716631,93725156,93749846,93754456,	93705655,93715001,93716741,93725316,93750985,93754780,	Q6P3Z3	uc007cef.2
ENSMUST00000112905.3	chr1	-	93705389	93754864	93725301	93754533	6	93705389,93714897,93716631,93725156,93749937,93754456,	93705655,93715001,93716741,93725316,93750985,93754864,	Q6P3Z3	uc007ceg.2
ENSMUST00000160210.1	chr1	-	97822723	97825985	97822723	97822723	2	97822723,97825836,	97822989,97825985,		uc287ksx.1
ENSMUST00000159585.7	chr1	-	97821980	97834647	97821980	97821980	5	97821980,97822935,97825836,97831454,97834407,	97821988,97822989,97826040,97831508,97834647,		uc287ksw.1
ENSMUST00000162681.1	chr1	-	97821720	97840389	97821809	97840389	5	97821720,97831454,97834407,97837962,97840279,	97821988,97831508,97834516,97838078,97840389,	F7D4K4	uc287ksv.1
ENSMUST00000159131.1	chr1	-	97837531	97840391	97837531	97837531	2	97837531,97840279,	97838078,97840391,		uc287ksz.1
ENSMUST00000159041.7	chr1	-	97795113	97840811	97795371	97840811	4	97795113,97837962,97840279,97840698,	97795392,97838078,97840480,97840811,	F6TGI4	uc287ksu.1
ENSMUST00000162803.1	chr1	-	97825658	97840881	97825658	97825658	6	97825658,97831454,97834407,97837962,97840279,97840698,	97826040,97831508,97834516,97838078,97840480,97840881,		uc287ksy.1
ENSMUST00000161071.1	chr1	-	97852924	97864464	97852924	97852924	2	97852924,97864202,	97853232,97864464,		uc287kta.1
ENSMUST00000159841.1	chr1	-	97854633	97894396	97854685	97894396	4	97854633,97884125,97885601,97894360,	97854900,97884197,97885786,97894396,	F6T0D3	uc287ktb.1
ENSMUST00000159428.7	chr1	-	97933470	97977068	97933470	97933470	4	97933470,97944619,97975784,97976856,	97934738,97944677,97975905,97977068,		uc287ktd.1
ENSMUST00000162426.1	chr1	-	97957395	97977244	97957395	97957395	3	97957395,97975784,97976856,	97957496,97975905,97977244,		uc287ktg.1
ENSMUST00000161567.7	chr1	-	97821099	97977255	97821809	97976957	24	97821099,97822935,97825836,97831454,97834407,97837962,97840279,97840698,97842231,97844595,97853102,97884125,97885601,97894360,97895631,97895968,97897207,97898340,97923093,97924430,97934650,97944619,97975784,97976856,	97821988,97822989,97826040,97831508,97834516,97838078,97840480,97840909,97842304,97844712,97853232,97884197,97885786,97894464,97895708,97896049,97897275,97898389,97923177,97924516,97934738,97944677,97975905,97977255,	E9Q704	uc007cfq.2
ENSMUST00000186731.1	chr1	-	98053989	98057883	98053989	98053989	1	98053989,	98057883,		uc287ktl.1
