#mm10.knownGene.name	mm10.knownGene.chrom	mm10.knownGene.strand	mm10.knownGene.txStart	mm10.knownGene.txEnd	mm10.knownGene.alignID	mm10.kgXref.kgID	mm10.kgXref.mRNA	mm10.kgXref.spID	mm10.kgXref.spDisplayID	mm10.kgXref.geneSymbol	mm10.kgXref.refseq	mm10.kgXref.protAcc	mm10.kgXref.description	mm10.kgXref.tRnaName
ENSMUST00000153717.1	chr2	-	33004631	33008328	uc289vgy.1	ENSMUST00000153717.1	AK083773			Garnl3			Garnl3 (from geneSymbol)	
ENSMUST00000150242.1	chr2	-	33019308	33027194	uc289vha.1	ENSMUST00000150242.1	AK084611			Garnl3			Garnl3 (from geneSymbol)	
ENSMUST00000193171.1	chr2	-	33015211	33034784	uc289vgz.1	ENSMUST00000193171.1	BC132143	A0A0A6YXP5		Garnl3			Garnl3 (from geneSymbol)	
ENSMUST00000049618.8	chr2	-	32986373	33086366	uc008jhh.2	ENSMUST00000049618.8	AK036258	A2AHW8	A2AHW8_MOUSE	Garnl3			Garnl3 (from geneSymbol)	
ENSMUST00000148043.7	chr2	-	33054163	33086555	uc289vhc.1	ENSMUST00000148043.7	AK036258			Garnl3			Garnl3 (from geneSymbol)	
ENSMUST00000135296.7	chr2	-	33046614	33086800	uc289vhb.1	ENSMUST00000135296.7	BC132143			Garnl3			Garnl3 (from geneSymbol)	
ENSMUST00000102810.9	chr2	-	32986223	33087253	uc008jhi.2	ENSMUST00000102810.9	NM_178888	Q3V0G7	GARL3_MOUSE	Garnl3	NM_178888	NM_178888	Mus musculus GTPase activating RANGAP domain-like 3 (Garnl3), transcript variant 3, mRNA. (from RefSeq NM_178888)	
ENSMUST00000139778.7	chr2	-	33008927	33105028	uc008jhk.2	ENSMUST00000139778.7	BC057383			Garnl3			Garnl3 (from geneSymbol)	
ENSMUST00000124000.1	chr2	-	33054215	33130608	uc289vhf.1	ENSMUST00000124000.1	AK133163	A2AUQ6	A2AUQ6_MOUSE	Garnl3			Garnl3 (from geneSymbol)	
ENSMUST00000137381.7	chr2	-	32986373	33131436	uc008jhj.2	ENSMUST00000137381.7	AK133163	Q3V0G7	GARL3_MOUSE	Garnl3			  Event=Alternative splicing; Named isoforms=2;  Name=1;    IsoId=Q3V0G7-1; Sequence=Displayed;  Name=2;    IsoId=Q3V0G7-2; Sequence=VSP_029746, VSP_029747; (from UniProt Q3V0G7)	
ENSMUST00000133135.7	chr2	-	33054168	33131650	uc289vhd.1	ENSMUST00000133135.7	AK133163	B1AW31	B1AW31_MOUSE	Garnl3			Garnl3 (from geneSymbol)	
ENSMUST00000127509.1	chr2	-	33054170	33131654	uc289vhe.1	ENSMUST00000127509.1	AK133163	A0A0A6YWF1		Garnl3			Garnl3 (from geneSymbol)	
ENSMUST00000139148.1	chr2	+	33216097	33230124	uc289vhl.1	ENSMUST00000139148.1	AK011976			Angptl2			Angptl2 (from geneSymbol)	
ENSMUST00000193373.2	chr2	+	33216116	33242393	uc289vhm.1	ENSMUST00000193373.2	AK037265	A0A0A6YXQ1		Angptl2			Angptl2 (from geneSymbol)	
ENSMUST00000143252.1	chr2	+	33216072	33244519	uc289vhk.1	ENSMUST00000143252.1	AK041888			Angptl2			Angptl2 (from geneSymbol)	
ENSMUST00000004208.6	chr2	+	33216068	33247717	uc008jhr.2	ENSMUST00000004208.6	NM_011923	Q9R045	ANGL2_MOUSE	Angptl2	NM_011923	NM_011923	Mus musculus angiopoietin-like 2 (Angptl2), mRNA. (from RefSeq NM_011923)	
ENSMUST00000152118.1	chr2	+	33641192	33642593	uc008jhz.2	ENSMUST00000152118.1	NR_046275			C130021I20Rik	NR_046275	NR_046275	Mus musculus Riken cDNA C130021I20 gene (C130021I20Rik), long non-coding RNA. (from RefSeq NR_046275)	
ENSMUST00000147294.2	chr2	+	33641330	33646354	uc008jia.2	ENSMUST00000147294.2	AK081497			C130021I20Rik			C130021I20Rik (from geneSymbol)	
ENSMUST00000135575.1	chr2	-	34852442	34857691	uc289vkm.1	ENSMUST00000135575.1	BC010650	F7BA91	F7BA91_MOUSE	Psmd5			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt F7BA91)	
ENSMUST00000143456.1	chr2	-	34852101	34870933	uc289vkl.1	ENSMUST00000143456.1	AK029067			Psmd5			Psmd5 (from geneSymbol)	
ENSMUST00000028225.11	chr2	-	34849733	34870962	uc008jje.2	ENSMUST00000028225.11	NM_080554	Q8BJY1	PSMD5_MOUSE	Psmd5	NM_080554	NM_080554	Mus musculus proteasome (prosome, macropain) 26S subunit, non-ATPase, 5 (Psmd5), transcript variant 1, mRNA. (from RefSeq NM_080554)	
ENSMUST00000202917.1	chr2	-	34871107	34872210	uc289vko.1	ENSMUST00000202917.1	LF193276			Psmd5			Psmd5 (from geneSymbol)	
ENSMUST00000189715.1	chr2	-	34866938	34874968	uc289vkn.1	ENSMUST00000189715.1	AK220321			Psmd5			Psmd5 (from geneSymbol)	
ENSMUST00000128663.7	chr2	-	34893783	34904152	uc289vks.1	ENSMUST00000128663.7	BC027776			Phf19			Phf19 (from geneSymbol)	
ENSMUST00000128394.7	chr2	-	34898081	34904907	uc289vkt.1	ENSMUST00000128394.7	BC027776			Phf19			Phf19 (from geneSymbol)	
ENSMUST00000028232.6	chr2	-	34893756	34913976	uc008jjh.2	ENSMUST00000028232.6	NM_028716	Q9CXG9	PHF19_MOUSE	Phf19	NM_028716	NM_028716	Mus musculus PHD finger protein 19 (Phf19), mRNA. (from RefSeq NM_028716)	
ENSMUST00000202907.1	chr2	-	34907097	34914017	uc289vku.1	ENSMUST00000202907.1	AK014030	A0A0J9YU15		Phf19			Phf19 (from geneSymbol)	
ENSMUST00000129911.1	chr2	-	34898968	34914026	uc008jji.2	ENSMUST00000129911.1	AK014030			Phf19			Phf19 (from geneSymbol)	
ENSMUST00000070112.5	chr2	-	36036325	36049406	uc008jlb.2	ENSMUST00000070112.5	NM_026703	Q9DCJ5	NDUA8_MOUSE	Ndufa8	NM_026703	NM_026703	Mus musculus NADH:ubiquinone oxidoreductase subunit A8 (Ndufa8), mRNA. (from RefSeq NM_026703)	
ENSMUST00000144319.7	chr2	+	36230555	36238063	uc289vom.1	ENSMUST00000144319.7	AY547265			Ptgs1			Ptgs1 (from geneSymbol)	
ENSMUST00000151351.1	chr2	+	36240712	36241468	uc289voo.1	ENSMUST00000151351.1	CT010314			Ptgs1			Ptgs1 (from geneSymbol)	
ENSMUST00000133777.1	chr2	+	36242474	36245205	uc289vop.1	ENSMUST00000133777.1	CT010314			Ptgs1			Ptgs1 (from geneSymbol)	
ENSMUST00000149930.2	chr2	+	36236248	36252269	uc289von.1	ENSMUST00000149930.2	AK167357			Ptgs1			Ptgs1 (from geneSymbol)	
ENSMUST00000062069.5	chr2	+	36230425	36252272	uc008jll.3	ENSMUST00000062069.5	NM_008969	Q543T1	Q543T1_MOUSE	Ptgs1	NM_008969	NM_008969	Mus musculus prostaglandin-endoperoxide synthase 1 (Ptgs1), mRNA. (from RefSeq NM_008969)	
ENSMUST00000147600.2	chr2	+	37791170	37793523	uc289vsd.1	ENSMUST00000147600.2	BC043114	A0A0N4SUJ6		Crb2			Crb2 (from geneSymbol)	
ENSMUST00000137693.1	chr2	+	37795168	37796616	uc289vse.1	ENSMUST00000137693.1	AK031068			Crb2			Crb2 (from geneSymbol)	
ENSMUST00000050372.9	chr2	+	37776248	37799103	uc008jnf.2	ENSMUST00000050372.9	NM_001163566	Q80YA8	CRUM2_MOUSE	Crb2	NM_001163566	NM_001163566	Mus musculus crumbs family member 2 (Crb2), mRNA. (from RefSeq NM_001163566)	
ENSMUST00000204825.2	chr2	+	39008140	39013899	uc289vuj.1	ENSMUST00000204825.2	AK008255			Arpc5l			Arpc5l (from geneSymbol)	
ENSMUST00000141467.7	chr2	+	39005347	39015326	uc289vui.1	ENSMUST00000141467.7	AK008255			Arpc5l			Arpc5l (from geneSymbol)	
ENSMUST00000090993.7	chr2	+	39008156	39015393	uc289vuk.1	ENSMUST00000090993.7	AK008255	A0A0R3P9C9		Arpc5l			Arpc5l (from geneSymbol)	
ENSMUST00000112862.6	chr2	+	39008075	39015877	uc008joa.2	ENSMUST00000112862.6	NM_028809	Q9D898	ARP5L_MOUSE	Arpc5l	NM_028809	NM_028809	Mus musculus actin related protein 2/3 complex, subunit 5-like (Arpc5l), mRNA. (from RefSeq NM_028809)	
ENSMUST00000135049.1	chr2	+	39010017	39015877	uc289vul.1	ENSMUST00000135049.1	AK037305			Arpc5l			Arpc5l (from geneSymbol)	
ENSMUST00000126337.1	chr2	+	50165400	50173694	uc289wax.1	ENSMUST00000126337.1	AK053620	A2AQT3	A2AQT3_MOUSE	Lypd6			Lypd6 (from geneSymbol)	
ENSMUST00000128451.7	chr2	+	50066461	50190670	uc289wav.1	ENSMUST00000128451.7	AK053620	A2AQT4	A2AQT4_MOUSE	Lypd6			Lypd6 (from geneSymbol)	
ENSMUST00000169232.1	chr2	+	50128368	50193563	uc289waw.1	ENSMUST00000169232.1	BC070462	Q8BPP5	LYPD6_MOUSE	Lypd6			Secreted (By similarity). (from UniProt Q8BPP5)	
ENSMUST00000053208.13	chr2	+	50066463	50193564	uc008jqa.4	ENSMUST00000053208.13	NR_033304	Q8BPP5	LYPD6_MOUSE	Lypd6	NR_033304	NR_033304	Mus musculus LY6/PLAUR domain containing 6 (Lypd6), transcript variant 2, non-coding RNA. (from RefSeq NR_033304)	
ENSMUST00000112712.9	chr2	+	50066428	50193569	uc012bvg.2	ENSMUST00000112712.9	NM_177139	Q8BPP5	LYPD6_MOUSE	Lypd6	NM_177139	NM_177139	Mus musculus LY6/PLAUR domain containing 6 (Lypd6), transcript variant 1, mRNA. (from RefSeq NM_177139)	
ENSMUST00000121574.1	chr2	-	53696120	53696804	uc289wdy.1	ENSMUST00000121574.1	LF193318			Gm13502			Gm13502 (from geneSymbol)	
ENSMUST00000028362.8	chr2	-	60293759	60383231	uc008jud.1	ENSMUST00000028362.8	NM_013825	Q60767	LY75_MOUSE	Ly75	NM_013825	NM_013825	Mus musculus lymphocyte antigen 75 (Ly75), mRNA. (from RefSeq NM_013825)	
ENSMUST00000112533.7	chr2	-	60292102	60383303	uc289wip.1	ENSMUST00000112533.7	U19271	A2AW86	A2AW86_MOUSE	Ly75			Ly75 (from geneSymbol)	
ENSMUST00000135759.1	chr2	+	69821943	69824323	uc289wrt.1	ENSMUST00000135759.1	BC072626			Klhl23			Klhl23 (from geneSymbol)	
ENSMUST00000152898.1	chr2	+	69824353	69826244	uc289wru.1	ENSMUST00000152898.1	BC072626			Klhl23			Klhl23 (from geneSymbol)	
ENSMUST00000053087.3	chr2	+	69822369	69836651	uc008jys.2	ENSMUST00000053087.3	NM_177784	Q6GQU2	KLH23_MOUSE	Klhl23	NM_177784	NM_177784	Mus musculus kelch-like 23 (Klhl23), transcript variant 1, mRNA. (from RefSeq NM_177784)	
ENSMUST00000132792.1	chr2	-	72244964	72248975	uc289wwi.1	ENSMUST00000132792.1	AK076344			Rapgef4os3			Rapgef4os3 (from geneSymbol)	
ENSMUST00000046389.4	chr2	+	76369983	76383768	uc008kez.2	ENSMUST00000046389.4	NM_153405	Q8BHN5	RBM45_MOUSE	Rbm45	NM_153405	NM_153405	Mus musculus RNA binding motif protein 45 (Rbm45), mRNA. (from RefSeq NM_153405)	
ENSMUST00000138679.1	chr2	+	80837140	80838442	uc289xih.1	ENSMUST00000138679.1	AK205181			Gm4735			Gm4735 (from geneSymbol)	
ENSMUST00000099944.3	chr2	-	84330658	84375358	uc289xkl.1	ENSMUST00000099944.3	AF209905	Q9R1W5	CALRL_MOUSE	Calcrl			Receptor for calcitonin-gene-related peptide (CGRP)  together with RAMP1 and receptor for adrenomedullin together with  RAMP2 or RAMP3. The activity of this receptor is mediated by G  proteins which activate adenylyl cyclase (By similarity). (from UniProt Q9R1W5)	
ENSMUST00000151295.1	chr2	-	84375294	84425266	uc289xkm.1	ENSMUST00000151295.1	AK137210			Calcrl			Calcrl (from geneSymbol)	
ENSMUST00000074262.8	chr2	-	84330625	84425411	uc008kii.5	ENSMUST00000074262.8	NM_018782	Q9R1W5	CALRL_MOUSE	Calcrl	NM_018782	NM_018782	Mus musculus calcitonin receptor-like (Calcrl), mRNA. (from RefSeq NM_018782)	
ENSMUST00000138529.1	chr2	-	84672340	84678043	uc289xmb.1	ENSMUST00000138529.1	BC110994			Tmx2			Tmx2 (from geneSymbol)	
ENSMUST00000123772.7	chr2	-	84672262	84678049	uc289xma.1	ENSMUST00000123772.7	AK170587			Tmx2			Tmx2 (from geneSymbol)	
ENSMUST00000053664.8	chr2	-	84671316	84678056	uc289xlz.1	ENSMUST00000053664.8	AK170587	Q9D710	TMX2_MOUSE	Tmx2			Membrane; Single-pass type I membrane  protein (Potential). (from UniProt Q9D710)	
ENSMUST00000111664.7	chr2	-	84671315	84678118	uc056znl.2	ENSMUST00000111664.7	NM_001290751	D3Z2J6	D3Z2J6_MOUSE	Tmx2	NM_001290751	NM_001290751	Mus musculus thioredoxin-related transmembrane protein 2 (Tmx2), transcript variant 2, mRNA. (from RefSeq NM_001290751)	
ENSMUST00000111665.7	chr2	-	84671315	84678828	uc008kix.3	ENSMUST00000111665.7	NM_025868	Q9D710	TMX2_MOUSE	Tmx2	NM_025868	NM_025868	Mus musculus thioredoxin-related transmembrane protein 2 (Tmx2), transcript variant 1, mRNA. (from RefSeq NM_025868)	
ENSMUST00000152149.1	chr2	-	84676105	84679140	uc289xmc.1	ENSMUST00000152149.1	AK075750	D3YYX0	D3YYX0_MOUSE	Tmx2			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt D3YYX0)	
ENSMUST00000141595.1	chr2	+	84685632	84687499	uc289xmd.1	ENSMUST00000141595.1	AK160579			Med19			Med19 (from geneSymbol)	
ENSMUST00000102645.3	chr2	+	84678401	84688215	uc008kiy.2	ENSMUST00000102645.3	NM_025885	Q8C1S0	MED19_MOUSE	Med19	NM_025885	NM_025885	Mus musculus mediator complex subunit 19 (Med19), mRNA. (from RefSeq NM_025885)	
ENSMUST00000150325.1	chr2	+	84798833	84806391	uc289xmp.1	ENSMUST00000150325.1	AK152113	A2ATR9	A2ATR9_MOUSE	Ube2l6			Ube2l6 (from geneSymbol)	
ENSMUST00000159150.1	chr2	+	84806228	84809234	uc289xmr.1	ENSMUST00000159150.1	AF159230			Ube2l6			Ube2l6 (from geneSymbol)	
ENSMUST00000102642.8	chr2	+	84798827	84810176	uc012byn.2	ENSMUST00000102642.8	NM_019949	Q9QZU9	UB2L6_MOUSE	Ube2l6	NM_019949	NM_019949	Mus musculus ubiquitin-conjugating enzyme E2L 6 (Ube2l6), mRNA. (from RefSeq NM_019949)	
ENSMUST00000154709.1	chr2	+	84802702	84810335	uc289xmq.1	ENSMUST00000154709.1	AK013452			Ube2l6			Ube2l6 (from geneSymbol)	
ENSMUST00000139314.7	chr2	+	91651497	91654531	uc289ylk.1	ENSMUST00000139314.7	BC006592			Arhgap1			Arhgap1 (from geneSymbol)	
ENSMUST00000154468.7	chr2	+	91651497	91654533	uc289yll.1	ENSMUST00000154468.7	AK085554			Arhgap1			Arhgap1 (from geneSymbol)	
ENSMUST00000141012.1	chr2	+	91651746	91668328	uc289ylm.1	ENSMUST00000141012.1	AK085554			Arhgap1			Arhgap1 (from geneSymbol)	
ENSMUST00000149426.1	chr2	+	91669930	91671047	uc289ylo.1	ENSMUST00000149426.1	AK079048			Arhgap1			Arhgap1 (from geneSymbol)	
ENSMUST00000123702.7	chr2	+	91668515	91671361	uc289yln.1	ENSMUST00000123702.7	AK046291			Arhgap1			Arhgap1 (from geneSymbol)	
ENSMUST00000111330.2	chr2	+	91653207	91672302	uc008kwm.4	ENSMUST00000111330.2	NM_146124	Q5FWK3	RHG01_MOUSE	Arhgap1	NM_146124	NM_146124	Mus musculus Rho GTPase activating protein 1 (Arhgap1), transcript variant 2, mRNA. (from RefSeq NM_146124)	
ENSMUST00000111329.7	chr2	+	91649859	91672326	uc008kwi.4	ENSMUST00000111329.7	NR_027372	Q5FWK3	RHG01_MOUSE	Arhgap1	NR_027372	NR_027372	Mus musculus Rho GTPase activating protein 1 (Arhgap1), transcript variant 4, non-coding RNA. (from RefSeq NR_027372)	
ENSMUST00000111331.8	chr2	+	91650117	91672326	uc008kwk.4	ENSMUST00000111331.8	NM_001145902	A2AH25	A2AH25_MOUSE	Arhgap1	NM_001145902	NM_001145902	Mus musculus Rho GTPase activating protein 1 (Arhgap1), transcript variant 1, mRNA. (from RefSeq NM_001145902)	
ENSMUST00000090614.10	chr2	+	91650221	91672326	uc008kwl.4	ENSMUST00000090614.10	NR_027373	Q5FWK3	RHG01_MOUSE	Arhgap1	NR_027373	NR_027373	Mus musculus Rho GTPase activating protein 1 (Arhgap1), transcript variant 5, non-coding RNA. (from RefSeq NR_027373)	
ENSMUST00000130441.1	chr2	-	93009972	93013910	uc008lfo.2	ENSMUST00000130441.1	AK078754			Prdm11			Prdm11 (from geneSymbol)	
ENSMUST00000111274.8	chr2	-	92972017	93045571	uc289yoo.2	ENSMUST00000111274.8	AK078754	A2AGX3	PRD11_MOUSE	Prdm11			Contains 1 SET domain. (from UniProt A2AGX3)	
ENSMUST00000238863.1	chr2	-	92972017	93045571	uc294jkz.1	ENSMUST00000238863.1	AK078754			Prdm11			Prdm11 (from geneSymbol)	
ENSMUST00000111272.2	chr2	-	92984706	93046053	uc289yop.1	ENSMUST00000111272.2	AK078754	A0A0A0MQD9		Prdm11			Prdm11 (from geneSymbol)	
ENSMUST00000178666.7	chr2	-	92974905	93046144	uc012bzp.1	ENSMUST00000178666.7	NM_001177536	A2AGX3	PRD11_MOUSE	Prdm11	NM_001177536	NM_001177536	Mus musculus PR domain containing 11 (Prdm11), transcript variant 3, mRNA. (from RefSeq NM_001177536)	
ENSMUST00000147339.2	chr2	-	93012626	93046167	uc289yoq.1	ENSMUST00000147339.2	AK078754	A0A0A0MQL7		Prdm11			Prdm11 (from geneSymbol)	
ENSMUST00000132182.1	chr2	+	93187669	93189562	uc289yox.1	ENSMUST00000132182.1	AK142316			Trp53i11			Trp53i11 (from geneSymbol)	
ENSMUST00000150462.7	chr2	+	93187547	93198919	uc289you.1	ENSMUST00000150462.7	AK142316	A2AGS6	A2AGS6_MOUSE	Trp53i11			Trp53i11 (from geneSymbol)	
ENSMUST00000147377.7	chr2	+	93187560	93199449	uc289yov.1	ENSMUST00000147377.7	AK142316			Trp53i11			Trp53i11 (from geneSymbol)	
ENSMUST00000140172.7	chr2	+	93187560	93200308	uc289yow.1	ENSMUST00000140172.7	BC024710			Trp53i11			Trp53i11 (from geneSymbol)	
ENSMUST00000143164.1	chr2	+	93198918	93200598	uc289yoz.1	ENSMUST00000143164.1	BC048398			Trp53i11			Trp53i11 (from geneSymbol)	
ENSMUST00000090554.10	chr2	+	93187583	93201749	uc008lfq.2	ENSMUST00000090554.10	NM_001025246	Q4QQM4	P5I11_MOUSE	Trp53i11	NM_001025246	NM_001025246	Mus musculus transformation related protein 53 inducible protein 11 (Trp53i11), transcript variant 4, mRNA. (from RefSeq NM_001025246)	
ENSMUST00000127173.1	chr2	+	93189190	93201757	uc289yoy.1	ENSMUST00000127173.1	BC059041			Trp53i11			Trp53i11 (from geneSymbol)	
ENSMUST00000111266.7	chr2	+	93187547	93201759	uc008lfs.2	ENSMUST00000111266.7	BC098206	Q4QQM4	P5I11_MOUSE	Trp53i11			Membrane; Multi-pass membrane protein  (Potential). (from UniProt Q4QQM4)	
ENSMUST00000137073.1	chr2	+	93403546	93417830	uc029udk.1	ENSMUST00000137073.1	NR_040529			Gm13807	NR_040529	NR_040529	Mus musculus predicted gene 13807 (Gm13807), long non-coding RNA. (from RefSeq NR_040529)	
ENSMUST00000126772.1	chr2	-	93419153	93420287	uc289ypc.1	ENSMUST00000126772.1	AK160907			Cd82			Cd82 (from geneSymbol)	
ENSMUST00000111257.7	chr2	-	93419829	93452679	uc033hon.2	ENSMUST00000111257.7	NM_001271462	Q3UII2	Q3UII2_MOUSE	Cd82	NM_001271462	NM_001271462	Mus musculus CD82 antigen (Cd82), transcript variant 5, mRNA. (from RefSeq NM_001271462)	
ENSMUST00000145553.7	chr2	-	93421826	93452683	uc289ype.1	ENSMUST00000145553.7	BC132559	A2AIJ2	A2AIJ2_MOUSE	Cd82			Cd82 (from geneSymbol)	
ENSMUST00000150508.7	chr2	-	93421826	93461912	uc289ypf.1	ENSMUST00000150508.7	BC132559	A2AIJ2	A2AIJ2_MOUSE	Cd82			Cd82 (from geneSymbol)	
ENSMUST00000123565.7	chr2	-	93420656	93462386	uc289ypd.1	ENSMUST00000123565.7	BC132559	A2AIJ1	A2AIJ1_MOUSE	Cd82			Cd82 (from geneSymbol)	
ENSMUST00000099696.7	chr2	-	93419110	93462411	uc008lfy.3	ENSMUST00000099696.7	NM_001271430	Q3UII2	Q3UII2_MOUSE	Cd82	NM_001271430	NM_001271430	Mus musculus CD82 antigen (Cd82), transcript variant 4, mRNA. (from RefSeq NM_001271430)	
ENSMUST00000144168.7	chr2	-	93433477	93462443	uc289yph.1	ENSMUST00000144168.7	AK158033			Cd82			Cd82 (from geneSymbol)	
ENSMUST00000028644.10	chr2	-	93419110	93462502	uc008lfx.3	ENSMUST00000028644.10	NM_007656	Q3UII2	Q3UII2_MOUSE	Cd82	NM_007656	NM_007656	Mus musculus CD82 antigen (Cd82), transcript variant 1, mRNA. (from RefSeq NM_007656)	
ENSMUST00000124804.2	chr2	-	93437387	93462912	uc289ypi.1	ENSMUST00000124804.2	AK135381	A2AIJ4	A2AIJ4_MOUSE	Cd82			Cd82 (from geneSymbol)	
ENSMUST00000116457.8	chr2	-	93419115	93462946	uc008lfz.3	ENSMUST00000116457.8	NM_001271431	Q3UII2	Q3UII2_MOUSE	Cd82	NM_001271431	NM_001271431	Mus musculus CD82 antigen (Cd82), transcript variant 7, mRNA. (from RefSeq NM_001271431)	
ENSMUST00000111256.7	chr2	-	93430126	93463140	uc289ypg.1	ENSMUST00000111256.7	AK135381	A2AIJ3	A2AIJ3_MOUSE	Cd82			Cd82 (from geneSymbol)	
ENSMUST00000130403.1	chr2	-	93980628	93981626	uc289yqu.1	ENSMUST00000130403.1	AK007134			Alkbh3			Alkbh3 (from geneSymbol)	
ENSMUST00000125473.7	chr2	-	93980549	93984820	uc289yqs.1	ENSMUST00000125473.7	AK007134			Alkbh3			Alkbh3 (from geneSymbol)	
ENSMUST00000126255.1	chr2	-	93980549	93984851	uc008lgm.2	ENSMUST00000126255.1	AK007134			Alkbh3			Alkbh3 (from geneSymbol)	
ENSMUST00000127231.1	chr2	-	93996246	94005187	uc289yqw.1	ENSMUST00000127231.1	BC018196			Alkbh3			Alkbh3 (from geneSymbol)	
ENSMUST00000138046.7	chr2	-	93996177	94010431	uc289yqv.1	ENSMUST00000138046.7	BC018196			Alkbh3			Alkbh3 (from geneSymbol)	
ENSMUST00000040005.12	chr2	-	93980636	94010730	uc008lgn.2	ENSMUST00000040005.12	NM_026944	Q8K1E6	ALKB3_MOUSE	Alkbh3	NM_026944	NM_026944	Mus musculus alkB homolog 3, alpha-ketoglutarate-dependent dioxygenase (Alkbh3), mRNA. (from RefSeq NM_026944)	
ENSMUST00000156763.7	chr2	-	94006243	94010752	uc289yqz.1	ENSMUST00000156763.7	BC018196			Alkbh3			Alkbh3 (from geneSymbol)	
ENSMUST00000130289.1	chr2	-	94008036	94010752	uc289yra.1	ENSMUST00000130289.1	AK145586			Alkbh3			Alkbh3 (from geneSymbol)	
ENSMUST00000126378.7	chr2	-	93996246	94010754	uc289yqx.1	ENSMUST00000126378.7	BC018196	A2AKV7	A2AKV7_MOUSE	Alkbh3			Alkbh3 (from geneSymbol)	
ENSMUST00000138107.7	chr2	-	94005773	94010754	uc289yqy.1	ENSMUST00000138107.7	BC018196			Alkbh3			Alkbh3 (from geneSymbol)	
ENSMUST00000111240.7	chr2	-	93980549	94010807	uc289yqt.1	ENSMUST00000111240.7	BC018196	A2AKV6	A2AKV6_MOUSE	Alkbh3			Alkbh3 (from geneSymbol)	
ENSMUST00000099678.4	chr2	-	102449365	102452499	uc008lhw.2	ENSMUST00000099678.4	NM_010218	Q8BQB4	FJX1_MOUSE	Fjx1	NM_010218	NM_010218	Mus musculus four jointed box 1 (Fjx1), mRNA. (from RefSeq NM_010218)	
ENSMUST00000111192.2	chr2	-	102814132	102901346	uc289yus.1	ENSMUST00000111192.2	CT010324	A2APM5	A2APM5_MOUSE	Cd44			Cd44 (from geneSymbol)	
ENSMUST00000111190.8	chr2	-	102814119	102901350	uc008lij.4	ENSMUST00000111190.8	NM_001177787	A2APM3	A2APM3_MOUSE	Cd44	NM_001177787	NM_001177787	Mus musculus CD44 antigen (Cd44), transcript variant 6, mRNA. (from RefSeq NM_001177787)	
ENSMUST00000111198.8	chr2	-	102814129	102901350	uc008lih.4	ENSMUST00000111198.8	NM_001177785	A2APM1	A2APM1_MOUSE	Cd44	NM_001177785	NM_001177785	Mus musculus CD44 antigen (Cd44), transcript variant 4, mRNA. (from RefSeq NM_001177785)	
ENSMUST00000111191.8	chr2	-	102814119	102901369	uc008lii.4	ENSMUST00000111191.8	NM_001177786	A2APM4	A2APM4_MOUSE	Cd44	NM_001177786	NM_001177786	Mus musculus CD44 antigen (Cd44), transcript variant 5, mRNA. (from RefSeq NM_001177786)	
ENSMUST00000124624.1	chr2	-	102851892	102901458	uc289yut.1	ENSMUST00000124624.1	AK087472			Cd44			Cd44 (from geneSymbol)	
ENSMUST00000060516.13	chr2	-	102812529	102901495	uc008lif.4	ENSMUST00000060516.13	NM_001039150	Q80X37	Q80X37_MOUSE	Cd44	NM_001039150	NM_001039150	Mus musculus CD44 antigen (Cd44), transcript variant 2, mRNA. (from RefSeq NM_001039150)	
ENSMUST00000099673.8	chr2	-	102812546	102901510	uc008lig.4	ENSMUST00000099673.8	NM_001039151	Q3U8S1	Q3U8S1_MOUSE	Cd44	NM_001039151	NM_001039151	Mus musculus CD44 antigen (Cd44), transcript variant 3, mRNA. (from RefSeq NM_001039151)	
ENSMUST00000005218.14	chr2	-	102811140	102901625	uc008lie.4	ENSMUST00000005218.14	NM_009851	A2APM2	A2APM2_MOUSE	Cd44	NM_009851	NM_009851	Mus musculus CD44 antigen (Cd44), transcript variant 1, mRNA. (from RefSeq NM_009851)	
ENSMUST00000111194.7	chr2	-	102811140	102901665	uc289yur.1	ENSMUST00000111194.7	AK166320	E9QKM8	E9QKM8_MOUSE	Cd44			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt E9QKM8)	
ENSMUST00000131060.1	chr2	+	105224341	105379035	uc289yzx.1	ENSMUST00000131060.1	AK002603			Them7			Them7 (from geneSymbol)	
ENSMUST00000068813.2	chr2	+	105224319	105379796	uc008lkq.3	ENSMUST00000068813.2	NM_028747	Q9DCP4	Q9DCP4_MOUSE	Them7	NM_028747	NM_028747	Mus musculus thioesterase superfamily member 7 (Them7), transcript variant 1, mRNA. (from RefSeq NM_028747)	
ENSMUST00000127019.1	chr2	-	105386928	105395348	uc289yzy.1	ENSMUST00000127019.1	BC049108			Rcn1			Rcn1 (from geneSymbol)	
ENSMUST00000006128.6	chr2	-	105386290	105399319	uc008lks.2	ENSMUST00000006128.6	NM_009037	Q05186	RCN1_MOUSE	Rcn1	NM_009037	NM_009037	Mus musculus reticulocalbin 1 (Rcn1), mRNA. (from RefSeq NM_009037)	
ENSMUST00000138106.7	chr2	-	114518144	114545891	uc289zjm.1	ENSMUST00000138106.7	AK006965			Dph6			Dph6 (from geneSymbol)	
